20180517000000010133 0046289000100000020180517075704600005232040                                             
20180517000000450133 10018025227303170N02100000002500000001000                  001514043                0   
20180517000000460133 10018076809570459N01110000002150000001000                  000172208                0   
20180517000000470133 10018017619720115N01110000001950000001000                  000281670                0   
20180517000000480133 10018017619720115N01110000001950000001000                  000281670                0   
20180517000000490133 10018017619720115N01110000001950000001000                  000281670                0   
20180517000000500133 1001           17N01250000000100000001000                  002019096                0   
20180517000000510133 10018013355999501N01110000000990000001000                  000353762                0   
20180517000000520133 10018001860355035N01110000002490000001000                  000173243                0   
20180517000000530133 10018033971900477N03100000001980000001000                  001750750                0   
20180517000000540133 10018003440105603N01110000002290000001000                  000061514                0   
20180517000000550133 1077                  000000019000000000010433    99000718500                       0   
20180517000000560133 1020                  0000024000000000000                  00                       0   
20180517000000570133 0046297000100000020180517083404600041604500                                             
20180517000000580133 10018076800195071N01110000000790000001000                  000423045                0   
20180517000000590133 10918076800195071N0111000000030000000000010434    99000789900                       0   
20180517000000600133 10015053827186926N01110000001990000001000                  000221307                0   
20180517000000610133 10018000250992966N01110000003350000001000                  000501246                0   
20180517000000620133 10918000250992966N0111000000048000000000010434    99000790700                       0   
20180517000000630133 1001      2150790N04070000000681000000139                  006840038                0   
20180517000000640133 1001      2160910N04070000000481000000138                  006858117                0   
20180517000000650133 1077                  000000001000000000010433    99000718500                       0   
20180517000000660133 1020                  0000006510000000000                  00                       0   
20180517000000670133 0046298000100000020180517083904600074390890                                             
20180517000000680133 1001      2152050N04070000002641000000242                  006890091                0   
20180517000000690133 10132152050000009N0407000000106000000000010438    99000721900                       0   
20180517000000700133 1001      2151680N04070000000551000000141                  006842063                0   
20180517000000710133 1001      2151470N04070000000621000000159                  006842143                0   
20180517000000720133 1001      2152800N04070000001041000000151                  006850222                0   
20180517000000730133 1001      2152820N04070000000851000000172                  006852122                0   
20180517000000740133 1001      2122350N02500000002681000000547                  001551056                0   
20180517000000750133 10018025227304290N02100000004500000001000                  001514089                0   
20180517000000760133 1001      2121400N02100000002851000000440                  001533004                0   
20180517000000770133 10018001210514006N04200000001100000001000                  001410048                0   
20180517000000780133 10018000430059151N04200000001630000001000                  001192015                0   
20180517000000790133 10018000965070652N01110000001100000001000                  000593218                0   
20180517000000800133 1077                  000000013000000000010433    99000718500                       0   
20180517000000810133 1020                  0000018500000000000                  00                       0   
20180517000000820133 0046299000100000020180517084104600071310680                                             
20180517000000830133 1001      2155230N04070000002191000000447                  006848085                0   
20180517000000840133 10018076802085981N01110000000790000001000                  000423303                0   
20180517000000850133 10918076802085981N0111000000030000000000010434    99000789900                       0   
20180517000000860133 10018051084006640N01120000004990000001000                  000862267                0   
20180517000000870133 10018007245000286N01120000005500000001000                  000874147                0   
20180517000000880133 10018004673220149N04200000002690000001000                  001231866                0   
20180517000000890133 10018000500164297N01110000002570000001000                  000092562                0   
20180517000000900133 10013073781057805N04200000001980000001000                  001173508                0   
20180517000000910133 10913073781057805N0420000000060000000000010434    99000790700                       0   
20180517000000920133 1001           17N01250000000100000001000                  002019096                0   
20180517000000930133 10018000430030068N04200000001990000001000                  001073019                0   
20180517000000940133 1077                  000000016000000000010433    99000718500                       0   
20180517000000950133 1020                  0000021900000000000                  00                       0   
20180517000000960133 0046302000100000020180517084204600071311360                                             
20180517000000970133 10018000965013604N02500000001290000001000                  001583021                0   
20180517000000980133 10018000965013604N02500000001290000001000                  001583021                0   
20180517000000990133 10018001980128847N01200000002990000001000                  002343351                0   
20180517000001000133 1020                  0000005570000000000                  00                       0   
20180517000001010133 0046303000100000020180517084304600000554840                                             
20180517000001020133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001030133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001040133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001050133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001060133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001070133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001080133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001090133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001100133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001110133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001120133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001130133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001140133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001150133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001160133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001170133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001180133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001190133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001200133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001210133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001220133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001230133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001240133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000001250133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000001260133 1001      2648950N02500000003941000000388                  001555007                0   
20180517000001270133 10132648950000008N0250000000158000000000010438    99000721900                       0   
20180517000001280133 1001      2648950N02500000002271000000224                  001555007                0   
20180517000001290133 10132648950000008N0250000000091000000000010438    99000721900                       0   
20180517000001300133 1001      2135660N03100000003381000000847                  001754033                0   
20180517000001310133 1001         1236N01250000000020000001000                  002019005                0   
20180517000001320133 10018005023012216N04200000001980000001000                  001152059                0   
20180517000001330133 10918005023012216N0420000000066000000000010434    99000789900                       0   
20180517000001340133 10018076800195057N01110000000790000001000                  000423009                0   
20180517000001350133 10918076800195057N0111000000030000000000010434    99000789900                       0   
20180517000001360133 10018004483001006N04200000001170000001000                  001050329                0   
20180517000001370133 1001      2139040N03500000000741000000755                  001821407                0   
20180517000001380133 1001         1236N01250000000020000001000                  002019005                0   
20180517000001390133 10018009344200116N04200000004560000001000                  001425032                0   
20180517000001400133 10918009344200116N0420000000183000000000010434    99000790700                       0   
20180517000001410133 10018000965170277N03500000000970000001000                  001855941                0   
20180517000001420133 10018007141504314N04200000002890000001000                  001403047                0   
20180517000001430133 10918007141504314N0420000000145000000000010434    99000790700                       0   
20180517000001440133 10018030534100152N03500000001770000001000                  001782654                0   
20180517000001450133 10018001443057868N01200000002310000001000                  002297179                0   
20180517000001460133 1001     40193922N04200000001290000001000                  001196039                0   
20180517000001470133 10018013355999143N01110000001990000001000                  000336005                0   
20180517000001480133 10918013355999143N0111000000020000000000010434    99000790700                       0   
20180517000001490133 10018000965071475N01110000000590000001000                  000600031                0   
20180517000001500133 10018076809500319N01110000001650000001000                  000334052                0   
20180517000001510133 1001      2124010N02100000002151000000342                  001534147                0   
20180517000001520133 1001      2120200N02100000003701000000206                  001516504                0   
20180517000001530133 1077                  000000035000000000010433    99000718500                       0   
20180517000001540133 1020                  0000040850000000000                  00                       0   
20180517000001550133 0046304000100000020180517084504600073481900                                             
20180517000001560133 1001      2132900N03100000002041000001378                  001721131                0   
20180517000001570133 1001         1236N01250000000020000001000                  002019005                0   
20180517000001580133 1001      2139040N03500000001181000001204                  001821407                0   
20180517000001590133 1001         1236N01250000000020000001000                  002019005                0   
20180517000001600133 10018056095180006N04070000002980000001000                  006871263                0   
20180517000001610133 1001      2150320N04070000001081000000361                  006848600                0   
20180517000001620133 1001     80678656N04200000000890000001000                  001105976                0   
20180517000001630133 1001     80678656N04200000000890000001000                  001105976                0   
20180517000001640133 10014025500204938N04200000001250000001000                  001104343                0   
20180517000001650133 1001      2150780N04070000000301000000071                  006840029                0   
20180517000001660133 1001      2154200N04070000000731000000170                  006850099                0   
20180517000001670133 10018002580014431N04200000001390000001000                  001080430                0   
20180517000001680133 1077                  000000007000000000010433    99000718500                       0   
20180517000001690133 1020                  0000012770000000000                  00                       0   
20180517000001700133 0046305000100000020180517084504600042432520                                             
20180517000001710133 10018032841840394N04200000005990000001000                  001392905                0   
20180517000001720133 10018032603410933N03500000001980000001000                  001821844                0   
20180517000001730133 10018002910037895N01250000003290000001000                  002179234                0   
20180517000001740133 1001      2137560N03500000001321000000443                  001800359                0   
20180517000001750133 1001     80042525N01110000001150000001000                  000608408                0   
20180517000001760133 1001      2142580N04500000004171000000300                  001272018                0   
20180517000001770133 1001     80228493N01110000001690000001000                  000473302                0   
20180517000001780133 10018000965340472N01110000000590000001000                  000201926                0   
20180517000001790133 1077                  000000015000000000010433    99000718500                       0   
20180517000001800133 1020                  0000020180000000000                  00                       0   
20180517000001810133 00463080001000000201805170846             0                                             
20180517000001820133 1001           17N01250000000100000001000                  002019096                0   
20180517000001830133 10018000795012327N01130000000290000001000                  000751001                0   
20180517000001840133 10018000150655190N01130000002400000001000                  000707694                0   
20180517000001850133 10018003350500215N01250000002290000001000                  002088010                0   
20180517000001860133 1020                  0000005080000000000                  00                       0   
20180517000001870133 00463090001000000201805170847             0                                             
20180517000001880133 10014000417704009N01110000007950000005000                  000091698                0   
20180517000001890133 1001      2159870N04050000005681000000248                  006699174                0   
20180517000001900133 1001      2159870N04050000004261000000186                  006699174                0   
20180517000001910133 1001      2159870N04050000004121000000180                  006699174                0   
20180517000001920133 1001      2159800N04050000007851000000494                  006699101                0   
20180517000001930133 10018002885005110N01110000000690000001000                  000202220                0   
20180517000001940133 10018002885005110N01110000000690000001000                  000202220                0   
20180517000001950133 10018018220000498N03500000001780000001000                  001803908                0   
20180517000001960133 10018002885005110N01110000003450000005000                  000202220                0   
20180517000001970133 10018004458110108N03500000002990000001000                  001852800                0   
20180517000001980133 10018004458110108N03500000002990000001000                  001852800                0   
20180517000001990133 10018009735185039N03500000002280000001000                  001821773                0   
20180517000002000133 10018009735185039N03500000002280000001000                  001821773                0   
20180517000002010133 10018032603410698N03500000001280000001000                  001821880                0   
20180517000002020133 1020                  0000048290000000000                  00                       0   
20180517000002030133 0046310000100000020180517084804600030656330                                             
20180517000002040133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000002050133 10868005023004327N0420000000005000000000010435    990007423001012273                0   
20180517000002060133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000002070133 10018005023004327N04200000001600000001000                  001012273                0   
20180517000002080133 10868005023004327N0420000000005000000000010435    990007423001012273                0   
20180517000002090133 10138005023004327N0420000000080000000000010438    99000722200                       0   
20180517000002100133 1001     80632832N04200000003500000001000                  001402379                0   
20180517000002110133 1086     80632832N0420000000011000000000010435    990007423001402379                0   
20180517000002120133 1013     80632832N0420000000175000000000010438    99000722200                       0   
20180517000002130133 1001     80632832N04200000003500000001000                  001402379                0   
20180517000002140133 1086     80632832N0420000000011000000000010435    990007423001402379                0   
20180517000002150133 1013     80632832N0420000000175000000000010438    99000722200                       0   
20180517000002160133 10018009333302111N01110000000550000001000                  000605358                0   
20180517000002170133 10868009333302111N0111000000003000000000010435    990007423000605358                0   
20180517000002180133 10018009333302111N01110000000550000001000                  000605358                0   
20180517000002190133 10868009333302111N0111000000003000000000010435    990007423000605358                0   
20180517000002200133 1001     80135463N01110000002390000001000                  000568406                0   
20180517000002210133 1086     80135463N0111000000015000000000010435    990007423000568406                0   
20180517000002220133 10018001630009243N04200000006990000001000                  001133963                0   
20180517000002230133 10868001630009243N0420000000044000000000010435    990007423001133963                0   
20180517000002240133 1001     80069720N04200000000650000001000                  001211904                0   
20180517000002250133 1086     80069720N0420000000004000000000010435    990007423001211904                0   
20180517000002260133 1001      2133820N03100000001591000000946                  001710321                0   
20180517000002270133 10862133820000009N0310000000010000000000010435    990007423001710321                0   
20180517000002280133 1001         1236N01250000000020000001000                  002019005                0   
20180517000002290133 1001     80069720N04200000000650000001000                  001211904                0   
20180517000002300133 1086     80069720N0420000000004000000000010435    990007423001211904                0   
20180517000002310133 10018000965170260N03500000001490000001000                  001855460                0   
20180517000002320133 10868000965170260N0350000000009000000000010435    990007423001855460                0   
20180517000002330133 1001      2139040N03500000000791000000806                  001821407                0   
20180517000002340133 10862139040000003N0350000000005000000000010435    990007423001821407                0   
20180517000002350133 1001         1236N01250000000020000001000                  002019005                0   
20180517000002360133 10018000965161084N01130000002280000012000                  000750075                0   
20180517000002370133 10868000965161084N0113000000014000000000010435    990007423000750075                0   
20180517000002380133 1001     80464457N01130000008280000012000                  000753303                0   
20180517000002390133 1086     80464457N0113000000057000000000010435    990007423000753303                0   
20180517000002400133 1077                  000000024000000000010433    99000718500                       0   
20180517000002410133 1020                  0000029350000000000                  00                       0   
20180517000002420133 0046311000100000020180517084904600044437990                                             
20180517000002430133 1001     23768376N01770000003500000001000                  009267811                0   
20180517000002440133 1090     23768376N0177000000200000000000010433    99000774900          04600044437990   
20180517000002450133 1001      2144260N04500000002901000000154                  001320136                0   
20180517000002460133 10017622300152826N01110000001290000001000                  000241189                0   
20180517000002470133 10017622300152826N01110000001290000001000                  000241189                0   
20180517000002480133 1001      2229190N02500000002581000000181                  001546517                0   
20180517000002490133 1001      2150410N04070000000881000000294                  006848548                0   
20180517000002500133 1001     80050643N01130000001490000001000                  000794000                0   
20180517000002510133 10018004381107008N03100000002980000001000                  001721667                0   
20180517000002520133 10018000965011747N04200000002190000001000                  001050132                0   
20180517000002530133 10018000965012904N04200000001250000001000                  001073885                0   
20180517000002540133 1077                  000000011000000000010433    99000718500                       0   
20180517000002550133 1020                  0000020350000000000                  00                       0   
20180517000002560133 0046312000100000020180517085104600071789640                                             
20180517000002570133 10017613035334212N01120000001990000001000                  000878027                0   
20180517000002580133 10017613035334212N01120000001990000001000                  000878027                0   
20180517000002590133 10017613035334212N01120000001990000001000                  000878027                0   
20180517000002600133 10017613035334212N01120000001990000001000                  000878027                0   
20180517000002610133 1001     80582533N01130000002280000006000                  000751065                0   
20180517000002620133 10018058697480010N03500000000990000001000                  001832208                0   
20180517000002630133 10018000965170277N03500000000970000001000                  001855941                0   
20180517000002640133 10018005023030005N02500000001830000001000                  001581005                0   
20180517000002650133 10018005023007137N03500000001390000001000                  001855308                0   
20180517000002660133 1077                  000000010000000000010433    99000718500                       0   
20180517000002670133 1020                  0000015420000000000                  00                       0   
20180517000002680133 0046313000100000020180517085204600042433370                                             
20180517000002690133 10018000965154284N01110000000990000001000                  000221851                0   
20180517000002700133 10138000965154284N0111000000050000000000010438    99000721900                       0   
20180517000002710133 1001      2160580N04070000001801000000170                  006774920                0   
20180517000002720133 10132160580000000N0407000000072000000000010438    99000721900                       0   
20180517000002730133 10018009344202646N04200000003190000001000                  001425130                0   
20180517000002740133 10138009344202646N0420000000128000000000010438    99000721900                       0   
20180517000002750133 10013253920773005N01770000004900000001000                  009268419                0   
20180517000002760133 10903253920773005N0177000000100000000000010433    99000762100          04600042433370   
20180517000002770133 10018000965154963N01110000000990000001000                  000226053                0   
20180517000002780133 10018000965013314N04200000001890000001000                  001423588                0   
20180517000002790133 10018011756006569N03500000002290000001000                  001856030                0   
20180517000002800133 10018011756006569N03500000002290000001000                  001856030                0   
20180517000002810133 10018009275221341N04200000000530000001000                  001447107                0   
20180517000002820133 10018014190016040N03500000002490000001000                  001854103                0   
20180517000002830133 1077                  000000008000000000010433    99000718500                       0   
20180517000002840133 1020                  0000018860000000000                  00                       0   
20180517000002850133 0046314000100000020180517085304600031582360                                             
20180517000002860133 10018001230002385N04200000001490000001000                  001151871                0   
20180517000002870133 1001      2142280N04500000002421000000332                  001275300                0   
20180517000002880133 1001      2120540N02100000003451000000314                  001514070                0   
20180517000002890133 10018004300014493N01130000001290000001000                  000825183                0   
20180517000002900133 1001      2135500N03100000001991000000666                  001751964                0   
20180517000002910133 1001         1236N01250000000020000001000                  002019005                0   
20180517000002920133 1077                  000000005000000000010433    99000718500                       0   
20180517000002930133 1020                  0000010660000000000                  00                       0   
20180517000002940133 0046317000100000020180517085404600003624760                                             
20180517000002950133 1001      2138060N03500000001401000000470                  001802909                0   
20180517000002960133 1001         1236N01250000000020000001000                  002019005                0   
20180517000002970133 1001      2138060N03500000001571000000527                  001802909                0   
20180517000002980133 1001         1236N01250000000020000001000                  002019005                0   
20180517000002990133 10018000070011281N01110000001990000001000                  000017154                0   
20180517000003000133 10018000070011281N01110000001990000001000                  000017154                0   
20180517000003010133 10018000070011281N01110000001990000001000                  000017154                0   
20180517000003020133 10018000965260275N01130000001490000001000                  000825156                0   
20180517000003030133 1077                  000000005000000000010433    99000718500                       0   
20180517000003040133 1020                  0000010470000000000                  00                       0   
20180517000003050133 00463180001000000201805170855             0                                             
20180517000003060133 10018000965170239N03500000001790000001000                  001856771                0   
20180517000003070133 10018005140003111N01110000002980000001000                  000474356                0   
20180517000003080133 10018028181000017N03500000001480000001000                  001800778                0   
20180517000003090133 1020                  0000006250000000000                  00                       0   
20180517000003100133 0046319000100000020180517085604600013040170                                             
20180517000003110133 1001      2160920N04070000001201000000090                  006775082                0   
20180517000003120133 10132160920000004N0407000000048000000000010438    99000721900                       0   
20180517000003130133 1001      2150340N04070000000601000000143                  006848628                0   
20180517000003140133 10018056459025943N04050000002990000001000                  006589364                0   
20180517000003150133 10018014190015500N03500000002490000001000                  001853943                0   
20180517000003160133 10018000500028124N01110000002990000001000                  000090573                0   
20180517000003170133 1001      2152820N04070000000891000000180                  006852122                0   
20180517000003180133 1001      2154120N04070000000351000000090                  006840074                0   
20180517000003190133 10018000070011281N01110000001990000001000                  000017154                0   
20180517000003200133 10018009280002331N01110000001790000001000                  000202541                0   
20180517000003210133 1077                  000000009000000000010433    99000718500                       0   
20180517000003220133 1020                  0000014810000000000                  00                       0   
20180517000003230133 00463200001000000201805170856             0                                             
20180517000003240133 1001      2154180N04070000001671000000388                  006850080                0   
20180517000003250133 10018051084005766N01120000003690000001000                  000861856                0   
20180517000003260133 10018002190002125N01110000001490000001000                  000200017                0   
20180517000003270133 10018713108000781N04200000003990000001000                  001132198                0   
20180517000003280133 1001           17N01250000000100000001000                  002019096                0   
20180517000003290133 1020                  0000010940000000000                  00                       0   
20180517000003300133 00463230001000000201805170951             0                                             
20180517000003310133 10018004373732317N01200000005990000001000                  002239358                0   
20180517000003320133 1020                  0000005990000000000                  00                       0   
20180517000003330133 00463240001000000201805170952             0                                             
20180517000003340133 1001           17N01250000000100000001000                  002019096                0   
20180517000003350133 1001     40608006N01130000000400000001000                  000761072                0   
20180517000003360133 1001      2150330N04070000000671000000224                  006848619                0   
20180517000003370133 1020                  0000001170000000000                  00                       0   
20180517000003380133 0046325000100000020180517095204600073028190                                             
20180517000003390133 1001      2300920N02500000003031000000561                  001548016                0   
20180517000003400133 1001           17N01250000000100000001000                  002019096                0   
20180517000003410133 10019008700150361N01130000001290000001000                  000814104                0   
20180517000003420133 10018033210264209N04200000003990000001000                  001392246                0   
20180517000003430133 1001      2154280N04070000001561000000318                  006850179                0   
20180517000003440133 10018006450029037N01110000001280000001000                  000083750                0   
20180517000003450133 10018000635057297N01110000001490000001000                  000084018                0   
20180517000003460133 10019008700150361N01130000001290000001000                  000814104                0   
20180517000003470133 1077                  000000009000000000010433    99000718500                       0   
20180517000003480133 1020                  0000014030000000000                  00                       0   
20180517000003490133 0046326000100000020180517095304600071314190                                             
20180517000003500133 10018000965081054N01250000003590000001000                  002043158                0   
20180517000003510133 10018008490991015N01130000001590000001000                  000755506                0   
20180517000003520133 10898008490991015N0113000000005000000000010433    99000788800                       0   
20180517000003530133 10018008490991015N01130000001590000001000                  000755506                0   
20180517000003540133 10898008490991015N0113000000005000000000010433    99000788800                       0   
20180517000003550133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003560133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003570133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003580133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003590133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003600133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003610133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003620133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003630133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003640133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003650133 1001     80067641N01130000000520000001000                  000750351                0   
20180517000003660133 1091     80067641N0113000000021000000000010434    99000789900                       0   
20180517000003670133 1001     80134091N01130000002340000006000                  000752304                0   
20180517000003680133 10018000965255684N01250000001450000001000                  002085585                0   
20180517000003690133 10018004030115019N01110000004590000001000                  000513135                0   
20180517000003700133 10018000965081023N01200000001990000001000                  002054181                0   
20180517000003710133 10018005023007137N03500000001390000001000                  001855308                0   
20180517000003720133 10018006890609868N01130000001500000001000                  000742094                0   
20180517000003730133 10018076800315240N01110000000790000001000                  000423768                0   
20180517000003740133 10918076800315240N0111000000030000000000010434    99000789900                       0   
20180517000003750133 1001      2154170N04070000000531000000118                  006850044                0   
20180517000003760133 10013607340722127N01200000001600000001000                  002330677                0   
20180517000003770133 10018007735193511N04200000001090000001000                  001103111                0   
20180517000003780133 10018000965014304N04200000000750000001000                  001132884                0   
20180517000003790133 10018000965080842N01250000000800000001000                  002074249                0   
20180517000003800133 10018003561254013N03500000002990000001000                  001850795                0   
20180517000003810133 1001      2137350N03500000000431000000160                  001783136                0   
20180517000003820133 1001         1236N01250000000020000001000                  002019005                0   
20180517000003830133 1001      2139040N03500000000191000000194                  001821407                0   
20180517000003840133 1001         1236N01250000000020000001000                  002019005                0   
20180517000003850133 1001      2137610N03500000000141000000095                  001800661                0   
20180517000003860133 1001         1236N01250000000020000001000                  002019005                0   
20180517000003870133 10018007735193474N04200000001090000001000                  001103139                0   
20180517000003880133 10018001440114229N01130000002390000001000                  000813971                0   
20180517000003890133 10018014745013999N04200000002290000001000                  001051774                0   
20180517000003900133 10017622300033309N04200000001720000001000                  001195110                0   
20180517000003910133 1001     80164937N04200000000790000001000                  001132704                0   
20180517000003920133 10014893993361007N01000000002500000001000                  009200580                0   
20180517000003930133 1077                  000000036000000000010433    99000718500                       0   
20180517000003940133 1020                  0000041740000000000                  00                       0   
20180517000003950133 00463290001000000201805170955             0                                             
20180517000003960133 10018029307075421N01250000000150000001000                  002019041                0   
20180517000003970133 10018027391001104N01250000000990000001000                  002133024                0   
20180517000003980133 10014005808702015N01200000003990000001000                  002400155                0   
20180517000003990133 10017310790605488N01200000002950000001000                  002028558                0   
20180517000004000133 10017310790605488N01200000002950000001000                  002028558                0   
20180517000004010133 1001      2151120N04070000001201000000120                  006881010                0   
20180517000004020133 10018002590046446N01110000002290000001000                  000234838                0   
20180517000004030133 10018300038045632N01400000002000000001000                  003601276                0   
20180517000004040133 10018300038045632N01400000002000000001000                  003601276                0   
20180517000004050133 10018000430138696N04200000001090000001000                  001050748                0   
20180517000004060133 10017310790605525N01200000002950000001000                  002028503                0   
20180517000004070133 10018032140200233N03500000002280000001000                  001805498                0   
